date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:48:53	34466/34466	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:53%20GMT	https://probalance.webflow.io/blog	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/blog.html	(from https://probalance.webflow.io/)
17:48:53	1107/1107	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b1c650ff2fe3ab431502c1151b577d74%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/6663ffd392916f53a2e5d2ed_Close.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/6663ffd392916f53a2e5d2ed_Close.svg	(from https://probalance.webflow.io/)
17:48:54	58836/58836	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:54%20GMT	https://probalance.webflow.io/checkout	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/checkout.html	(from https://probalance.webflow.io/)
17:48:54	31582/31582	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:54%20GMT	https://probalance.webflow.io/contact-page	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/contact-page.html	(from https://probalance.webflow.io/)
17:48:54	566/566	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2210a6d1f3e25ad188218b5340e1cf8eb6%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894df3ac7f1eaeb136a_Trending%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894df3ac7f1eaeb136a_Trending%20Icon.svg	(from https://probalance.webflow.io/)
17:48:54	55156/55156	---M--	200	added ('OK')	image/webp	etag:%22d32167df099f83d9d1edb05659cb3e96%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec899021e6b14c9deb721_Hero%20Image.webp	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec899021e6b14c9deb721_Hero%20Image.webp	(from https://probalance.webflow.io/)
17:48:55	129095/129095	---M--	200	added ('OK')	image/png	etag:%22c1510ffef2c8bac471138b1e2bf42c2d%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665f10558875dbae4cf16796_About%20Image%2002.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665f10558875dbae4cf16796_About%20Image%2002.png	(from https://probalance.webflow.io/)
17:48:55	29562/29562	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:55%20GMT	https://probalance.webflow.io/service/financial-statement-preparation	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/service/financial-statement-preparation.html	(from https://probalance.webflow.io/)
17:48:55	268503/268503	---M--	200	added ('OK')	image/png	etag:%227b21bde4f1485c93c6f7d3db45ed2171%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665f1055c39ceb52a99e0df2_about%20Image%2001.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665f1055c39ceb52a99e0df2_about%20Image%2001.png	(from https://probalance.webflow.io/)
17:48:55	138868/138868	---M--	200	added ('OK')	image/png	etag:%2231e7a634869381b77c86d1f35aaa6cef%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec33cdb8ab0f384ee57b9_Service%20Thumbnail%20Image%206.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec33cdb8ab0f384ee57b9_Service%20Thumbnail%20Image%206.png	(from https://probalance.webflow.io/)
17:48:55	333/333	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c9003ff4c5628b5b6e2689c917ddc6c7%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665f2135fa4ba5f2851d8e70_arrow.%20up.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665f2135fa4ba5f2851d8e70_arrow.%20up.svg	(from https://probalance.webflow.io/)
17:48:56	29559/29559	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:56%20GMT	https://probalance.webflow.io/service/tax-planning-and-preparation	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/service/tax-planning-and-preparation.html	(from https://probalance.webflow.io/)
17:48:56	124348/124348	---M--	200	added ('OK')	image/png	etag:%22e0a766bc09612d950ac68bbaa55727d3%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec31021b104edb6ed793c_Service%20Thumbnail%20Image%205.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec31021b104edb6ed793c_Service%20Thumbnail%20Image%205.png	(from https://probalance.webflow.io/)
17:48:56	29543/29543	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:56%20GMT	https://probalance.webflow.io/service/bookkeeping	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/service/bookkeeping.html	(from https://probalance.webflow.io/)
17:48:56	157386/157386	---M--	200	added ('OK')	image/png	etag:%22d7ea8756b31252c35b462a10c74b998e%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec2e83facec5a9414c919_Service%20Thumbnail%20Image%204.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec2e83facec5a9414c919_Service%20Thumbnail%20Image%204.png	(from https://probalance.webflow.io/)
17:48:57	29960/29960	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:48:57%20GMT	https://probalance.webflow.io/case-studies	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/case-studies.html	(from https://probalance.webflow.io/)
17:48:57	5608/5608	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223c8dbec3449c3f5afc73f9478af91346%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec49e206456eef9239398_Case%20Studies%20Brand%20Logo.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec49e206456eef9239398_Case%20Studies%20Brand%20Logo.svg	(from https://probalance.webflow.io/)
17:48:57	245801/245801	---M--	200	added ('OK')	image/png	etag:%2293a3d715ff0821511cfd4f0b71b1c472%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/6660086ca72e18c85532a73a_Right%20side%20image01.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/6660086ca72e18c85532a73a_Right%20side%20image01.png	(from https://probalance.webflow.io/)
17:48:57	5420/5420	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22295f91236886be8ee4cdba6af6c56563%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec4bea273e66e0cc7e0bd_Case%20Studies%20Brand%20Logo%203.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec4bea273e66e0cc7e0bd_Case%20Studies%20Brand%20Logo%203.svg	(from https://probalance.webflow.io/)
17:48:58	4858/4858	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228b0d5d00c9f4671fcf441b1565c05916%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec4da4d1f6ec704907bc7_Case%20Studies%20Brand%20Logo%202.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec4da4d1f6ec704907bc7_Case%20Studies%20Brand%20Logo%202.svg	(from https://probalance.webflow.io/)
17:48:58	265183/265183	---M--	200	added ('OK')	image/png	etag:%2281018b3b5f6c847fea49a598beac1c1e%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/6660084ff7f0e73f759a1c75_Right%20side%20image02.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/6660084ff7f0e73f759a1c75_Right%20side%20image02.png	(from https://probalance.webflow.io/)
17:48:59	251/251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2218f3e64fec33bcb4bbbab1b9f6f2d1dc%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894e4a8885814695390_Left%20arrow.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894e4a8885814695390_Left%20arrow.svg	(from https://probalance.webflow.io/)
17:48:59	251/251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227c8300ebdb5ef4587a1ef20ff4a4a8b0%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec8944d991b14fa761e0d_Right%20arrow.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec8944d991b14fa761e0d_Right%20arrow.svg	(from https://probalance.webflow.io/)
17:48:59	231836/231836	---M--	200	added ('OK')	image/png	etag:%222c5d2e2e84d7a7595754b0b846643c57%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/6660083bdba53fd180d68087_03png.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/6660083bdba53fd180d68087_03png.png	(from https://probalance.webflow.io/)
17:48:59	717/717	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22562c9591da126e7ddad607f72e503b18%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894d47b136001836d3a_Cotation%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894d47b136001836d3a_Cotation%20Icon.svg	(from https://probalance.webflow.io/)
17:49:00	84370/84370	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d8be06e97e8bde4b59fe97074d5fb49%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894d6efc3ee6a2a0973_Profiel%20Image.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894d6efc3ee6a2a0973_Profiel%20Image.svg	(from https://probalance.webflow.io/)
17:49:00	1776/1776	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2206e6586568e64594319e5803ef991019%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894a076766d7dbf75f8_Price%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894a076766d7dbf75f8_Price%20Icon.svg	(from https://probalance.webflow.io/)
17:49:00	29166/29166	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:01%20GMT	https://probalance.webflow.io/product/basic-plan	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/product/basic-plan.html	(from https://probalance.webflow.io/)
17:49:00	353/353	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b2b270f03025a140adedd7876ebef35c%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec89421608391fe781f65_Price%20Icon%202.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec89421608391fe781f65_Price%20Icon%202.svg	(from https://probalance.webflow.io/)
17:49:01	29160/29160	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:01%20GMT	https://probalance.webflow.io/product/standard-plan	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/product/standard-plan.html	(from https://probalance.webflow.io/)
17:49:02	29162/29162	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:02%20GMT	https://probalance.webflow.io/product/premium-plan	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/product/premium-plan.html	(from https://probalance.webflow.io/)
17:49:02	239/239	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ac06eb5c61262a2ec9f66bd21be7cc8%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/6661321f5605f6bf9af41023_Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/6661321f5605f6bf9af41023_Icon.svg	(from https://probalance.webflow.io/)
17:49:02	28719/28719	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:02%20GMT	https://probalance.webflow.io/team	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/team.html	(from https://probalance.webflow.io/)
17:49:02	27481/27481	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:03%20GMT	https://probalance.webflow.io/team-member/john-anderson-cpa-2	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/team-member/john-anderson-cpa-2.html	(from https://probalance.webflow.io/)
17:49:03	27491/27491	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:03%20GMT	https://probalance.webflow.io/team-member/sarah-mitchell-mba-2	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/team-member/sarah-mitchell-mba-2.html	(from https://probalance.webflow.io/)
17:49:03	219787/219787	---M--	200	added ('OK')	image/png	etag:%22175f294182ab983da78b4a0a3143226d%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec78d21608391fe776ea2_Team%20Thumbnail%20Image%2004.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec78d21608391fe776ea2_Team%20Thumbnail%20Image%2004.png	(from https://probalance.webflow.io/)
17:49:03	210163/210163	---M--	200	added ('OK')	image/png	etag:%22223776df04a3be78028eaa24465e4122%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec75b2560d094bc5aaf5b_Team%20Thumbnail%20Image%2003.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec75b2560d094bc5aaf5b_Team%20Thumbnail%20Image%2003.png	(from https://probalance.webflow.io/)
17:49:03	30227/30227	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:04%20GMT	https://probalance.webflow.io/blog/the-role-of-financial-planning-in-business-growth	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/blog/the-role-of-financial-planning-in-business-growth.html	(from https://probalance.webflow.io/)
17:49:04	644/644	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f8f5c9748bd3cca6470d3ee40fae60a1%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894a018c9eb1978083b_Calendar%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894a018c9eb1978083b_Calendar%20Icon.svg	(from https://probalance.webflow.io/)
17:49:04	30217/30217	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:04%20GMT	https://probalance.webflow.io/blog/trends-and-technologies-shaping-the-industry	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/blog/trends-and-technologies-shaping-the-industry.html	(from https://probalance.webflow.io/)
17:49:04	300904/300904	---M--	200	added ('OK')	image/png	etag:%22554e94c401d9603068ec8830b5491a0b%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec10b9bde05eb3b90dd4e_Blog%20Thumbnail%20Image%206.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec10b9bde05eb3b90dd4e_Blog%20Thumbnail%20Image%206.png	(from https://probalance.webflow.io/)
17:49:05	30249/30249	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:05%20GMT	https://probalance.webflow.io/blog/the-importance-of-financial-transparency-in-business-success	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/blog/the-importance-of-financial-transparency-in-business-success.html	(from https://probalance.webflow.io/)
17:49:05	4558/4558	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a8a7483add1158f0133d55ab23d19f7c%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec8944b52d26487991dc0_Footer%20Logo.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec8944b52d26487991dc0_Footer%20Logo.svg	(from https://probalance.webflow.io/)
17:49:05	517493/517493	---M--	200	added ('OK')	image/png	etag:%22393a6bc8f76a34c899d5085e2431bb01%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec0e36ee9e3d7c9232248_Blog%20Thumbnail%20Image%205.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec0e36ee9e3d7c9232248_Blog%20Thumbnail%20Image%205.png	(from https://probalance.webflow.io/)
17:49:05	443729/443729	---M--	200	added ('OK')	image/png	etag:%22f3137ff613dab91ba3384ce110c3b022%22	https://cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec0b6c2d9f93575332439_Blog%20Thumbnail%20Image%204.png	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d35c81c0aabc1cd692224/665ec0b6c2d9f93575332439_Blog%20Thumbnail%20Image%204.png	(from https://probalance.webflow.io/)
17:49:06	41001/41001	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:06%20GMT	https://probalance.webflow.io/faq-page	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/faq-page.html	(from https://probalance.webflow.io/)
17:49:07	32530/32530	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:07%20GMT	https://probalance.webflow.io/style-guide	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/style-guide.html	(from https://probalance.webflow.io/)
17:49:07	25290/25290	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:07%20GMT	https://probalance.webflow.io/change-log	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/change-log.html	(from https://probalance.webflow.io/)
17:49:07	28671/28671	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:08%20GMT	https://probalance.webflow.io/license	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/license.html	(from https://probalance.webflow.io/)
17:49:08	2798/2798	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:08%20GMT	https://probalance.webflow.io/404	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/404.html	(from https://probalance.webflow.io/)
17:49:08	3870/3870	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2016:49:09%20GMT	https://probalance.webflow.io/401	C:/My%20Web%20Sites/Teranium_New_design/probalance.webflow.io/401.html	(from https://probalance.webflow.io/)
17:49:09	318/318	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ad608265f9877dfaaefd6d7effdedcbd%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e7fb5905474aa28b4e_Facebook.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e7fb5905474aa28b4e_Facebook.svg	(from https://probalance.webflow.io/)
17:49:09	318/318	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235361ff7d286773e00c985e4da8277a1%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/66614b1a37c0a44ad5af95f2_facebook2.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/66614b1a37c0a44ad5af95f2_facebook2.svg	(from https://probalance.webflow.io/)
17:49:09	1807/1807	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c5e60e8af73e4f871ad3650776ebf6c3%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e7877fa24b85e87484_instagram.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e7877fa24b85e87484_instagram.svg	(from https://probalance.webflow.io/)
17:49:10	1850/1850	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223213c33fb932b82ab839baa04dad1a27%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec8946854b526ac06b12c_Instagram%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec8946854b526ac06b12c_Instagram%20Icon.svg	(from https://probalance.webflow.io/)
17:49:10	943/943	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2245449ac9bc684726d86f965cbb8b9041%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e78fa0d593935d8c40_twitter.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e78fa0d593935d8c40_twitter.svg	(from https://probalance.webflow.io/)
17:49:10	943/943	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c897090224ec9b66db86339388afbd58%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec89431720f535f0a0b1e_Twitter%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec89431720f535f0a0b1e_Twitter%20Icon.svg	(from https://probalance.webflow.io/)
17:49:10	1710/1710	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222643d5d8488e55552db8ef8311598340%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e7a6e8132a2020ff3b_linkdin.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/666457e7a6e8132a2020ff3b_linkdin.svg	(from https://probalance.webflow.io/)
17:49:11	1721/1721	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2271e4c84644e6571f36f8548993df45b1%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894178f1ec482c3d2f3_Linkedin%20Icon.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894178f1ec482c3d2f3_Linkedin%20Icon.svg	(from https://probalance.webflow.io/)
17:49:11	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=665d34b45136fb900ef58460	C:/My%20Web%20Sites/Teranium_New_design/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8cbbe.js	(from https://probalance.webflow.io/)
17:49:12	987137/987137	---M-Z	200	added ('OK')	text/javascript	etag:%229fa4df06033610b0618e6b49775e6372%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/js/webflow.4d67fb8ce.js	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/js/webflow.4d67fb8ce.js	(from https://probalance.webflow.io/)
17:49:13	158/158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bfaf1e75a8128f8e8bd4a8a70a7fc6c7%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/6661550d9507389a4b5cb662_BG.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/6661550d9507389a4b5cb662_BG.svg	(from https://cdn.prod.website-files.com/665d34b45136fb900ef58460/css/probalance.webflow.3930037d5.css)
17:49:14	2049/2049	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a7ae5349c83e91f11a7441c3e1031ab%22	https://cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894ba021ff46f6a6e41_CTA%20Patten.svg	C:/My%20Web%20Sites/Teranium_New_design/cdn.prod.website-files.com/665d34b45136fb900ef58460/665ec894ba021ff46f6a6e41_CTA%20Patten.svg	(from https://cdn.prod.website-files.com/665d34b45136fb900ef58460/css/probalance.webflow.3930037d5.css)
